model,pixels,image,true,predicted,cdiff,perturb_time,attack_time,total_time,avg_time_per_attack
resnet,1,1093,0,0,0.009384811,19.399290084838867,19.399290084838867,7218.053509950638,24.060178366502125
resnet,1,3971,0,0,0.08729726,20.126838445663452,20.126838445663452,7218.053509950638,24.060178366502125
resnet,1,6850,6,6,-2.3841858e-07,0.3032670021057129,0.3032670021057129,7218.053509950638,24.060178366502125
resnet,1,2008,9,9,0.010962665,19.524269342422485,19.524269342422485,7218.053509950638,24.060178366502125
resnet,1,5786,4,4,1.5199184e-05,19.741007566452026,19.741007566452026,7218.053509950638,24.060178366502125
resnet,1,3147,2,0,0.6401994,19.97609519958496,19.97609519958496,7218.053509950638,24.060178366502125
resnet,1,4580,6,6,-3.0994415e-06,0.5621838569641113,0.5621838569641113,7218.053509950638,24.060178366502125
resnet,1,5510,4,4,0.00023806095,19.41496205329895,19.41496205329895,7218.053509950638,24.060178366502125
resnet,1,1716,1,1,8.368492e-05,14.119473457336426,14.119473457336426,7218.053509950638,24.060178366502125
resnet,1,6508,0,0,0.0002475977,19.832515239715576,19.832515239715576,7218.053509950638,24.060178366502125
resnet,1,1053,3,3,0.06467557,19.499593019485474,19.499593019485474,7218.053509950638,24.060178366502125
resnet,1,8167,6,6,2.3841858e-07,0.29583191871643066,0.29583191871643066,7218.053509950638,24.060178366502125
resnet,1,4864,3,5,0.23651785,20.195454835891724,20.195454835891724,7218.053509950638,24.060178366502125
resnet,1,4610,6,6,1.1920929e-07,0.844357967376709,0.844357967376709,7218.053509950638,24.060178366502125
resnet,1,2082,2,2,0.0038202405,19.80650234222412,19.80650234222412,7218.053509950638,24.060178366502125
resnet,1,149,2,2,0.62323654,19.498916149139404,19.498916149139404,7218.053509950638,24.060178366502125
resnet,1,5358,1,1,0.001440227,20.447495222091675,20.447495222091675,7218.053509950638,24.060178366502125
resnet,1,7845,2,2,0.001463592,19.67647433280945,19.67647433280945,7218.053509950638,24.060178366502125
resnet,1,3057,6,6,1.1920929e-07,0.3002908229827881,0.3002908229827881,7218.053509950638,24.060178366502125
resnet,1,8824,3,3,0.03847128,20.0049090385437,20.0049090385437,7218.053509950638,24.060178366502125
resnet,1,2057,5,5,1.1920929e-07,0.3168904781341553,0.3168904781341553,7218.053509950638,24.060178366502125
resnet,1,6244,8,8,0.0077055693,19.92547631263733,19.92547631263733,7218.053509950638,24.060178366502125
resnet,1,2701,1,1,0.004974842,15.976990938186646,15.976990938186646,7218.053509950638,24.060178366502125
resnet,1,6042,6,6,3.2246113e-05,20.10446834564209,20.10446834564209,7218.053509950638,24.060178366502125
resnet,1,8864,9,9,0.00031137466,19.96378493309021,19.96378493309021,7218.053509950638,24.060178366502125
resnet,1,8842,4,4,0.009580493,16.376364946365356,16.376364946365356,7218.053509950638,24.060178366502125
resnet,1,4304,6,6,0.00016665459,18.507815837860107,18.507815837860107,7218.053509950638,24.060178366502125
resnet,1,1919,4,4,0.011121213,21.163334369659424,21.163334369659424,7218.053509950638,24.060178366502125
resnet,1,3839,5,5,0.0013437867,19.699198007583618,19.699198007583618,7218.053509950638,24.060178366502125
resnet,1,9992,3,3,-3.0636787e-05,20.565054893493652,20.565054893493652,7218.053509950638,24.060178366502125
resnet,1,2238,1,1,0.012645781,20.126802682876587,20.126802682876587,7218.053509950638,24.060178366502125
resnet,1,5273,7,7,0.058644652,19.69494605064392,19.69494605064392,7218.053509950638,24.060178366502125
resnet,1,9523,5,5,0.0014300942,19.55421233177185,19.55421233177185,7218.053509950638,24.060178366502125
resnet,1,3639,7,7,0.0011830926,19.41841197013855,19.41841197013855,7218.053509950638,24.060178366502125
resnet,1,830,1,1,0.0031695962,20.09769058227539,20.09769058227539,7218.053509950638,24.060178366502125
resnet,1,8785,8,8,0.0023923516,17.56667971611023,17.56667971611023,7218.053509950638,24.060178366502125
resnet,1,1028,6,6,5.9604645e-07,0.37203073501586914,0.37203073501586914,7218.053509950638,24.060178366502125
resnet,1,6957,6,6,0.0010347962,17.614289045333862,17.614289045333862,7218.053509950638,24.060178366502125
resnet,1,1920,2,2,7.1525574e-07,13.396933794021606,13.396933794021606,7218.053509950638,24.060178366502125
resnet,1,4621,8,8,0.024963439,20.5318021774292,20.5318021774292,7218.053509950638,24.060178366502125
resnet,1,4617,3,3,0.11126435,19.414173364639282,19.414173364639282,7218.053509950638,24.060178366502125
resnet,1,5612,8,8,2.3841858e-07,0.2912278175354004,0.2912278175354004,7218.053509950638,24.060178366502125
resnet,1,3447,4,4,-0.0005815625,19.36630368232727,19.36630368232727,7218.053509950638,24.060178366502125
resnet,1,2269,3,3,-7.1525574e-07,0.3093404769897461,0.3093404769897461,7218.053509950638,24.060178366502125
resnet,1,3224,6,6,3.5762787e-06,1.6480343341827393,1.6480343341827393,7218.053509950638,24.060178366502125
resnet,1,6878,5,5,0.02770406,25.953899145126343,25.953899145126343,7218.053509950638,24.060178366502125
resnet,1,5393,4,4,0.00075775385,20.559596061706543,20.559596061706543,7218.053509950638,24.060178366502125
resnet,1,1260,1,1,0.08445215,21.80421733856201,21.80421733856201,7218.053509950638,24.060178366502125
resnet,1,419,7,7,2.8908253e-05,14.880592107772827,14.880592107772827,7218.053509950638,24.060178366502125
resnet,1,4855,1,1,0.000664711,21.043036937713623,21.043036937713623,7218.053509950638,24.060178366502125
resnet,1,60,7,7,-7.033348e-06,2.1674623489379883,2.1674623489379883,7218.053509950638,24.060178366502125
resnet,1,3813,8,8,0.00021803379,21.75128173828125,21.75128173828125,7218.053509950638,24.060178366502125
resnet,1,15,8,8,0.0145484805,21.50118899345398,21.50118899345398,7218.053509950638,24.060178366502125
resnet,1,2814,1,1,0.033224046,21.203622579574585,21.203622579574585,7218.053509950638,24.060178366502125
resnet,1,9907,1,1,0.0008317232,19.864973545074463,19.864973545074463,7218.053509950638,24.060178366502125
resnet,1,3374,6,6,1.7881393e-06,0.3041999340057373,0.3041999340057373,7218.053509950638,24.060178366502125
resnet,1,1992,6,6,-2.014637e-05,0.31290149688720703,0.31290149688720703,7218.053509950638,24.060178366502125
resnet,1,6817,1,1,0.019915223,21.504626989364624,21.504626989364624,7218.053509950638,24.060178366502125
resnet,1,5587,0,0,0.013214409,21.929077863693237,21.929077863693237,7218.053509950638,24.060178366502125
resnet,3,2311,7,7,1.9848347e-05,31.046786069869995,31.046786069869995,7218.053509950638,24.060178366502125
resnet,3,5920,8,8,0.0010101795,31.33428716659546,31.33428716659546,7218.053509950638,24.060178366502125
resnet,3,8793,7,7,5.853176e-05,31.318978548049927,31.318978548049927,7218.053509950638,24.060178366502125
resnet,3,4236,1,1,9.536743e-07,0.460493803024292,0.460493803024292,7218.053509950638,24.060178366502125
resnet,3,8888,8,8,2.1457672e-06,2.9165287017822266,2.9165287017822266,7218.053509950638,24.060178366502125
resnet,3,3303,8,8,-0.00069367886,32.50332474708557,32.50332474708557,7218.053509950638,24.060178366502125
resnet,3,2303,2,2,-1.7285347e-06,31.248061180114746,31.248061180114746,7218.053509950638,24.060178366502125
resnet,3,6198,9,9,1.1920929e-07,0.47585296630859375,0.47585296630859375,7218.053509950638,24.060178366502125
resnet,3,8940,6,6,0.01626426,31.60640597343445,31.60640597343445,7218.053509950638,24.060178366502125
resnet,3,7035,1,6,0.50897443,31.51291847229004,31.51291847229004,7218.053509950638,24.060178366502125
resnet,3,5312,5,5,0.09828311,31.706220865249634,31.706220865249634,7218.053509950638,24.060178366502125
resnet,3,7972,5,5,0.001029253,32.08941578865051,32.08941578865051,7218.053509950638,24.060178366502125
resnet,3,8317,5,3,0.08176574,31.382993698120117,31.382993698120117,7218.053509950638,24.060178366502125
resnet,3,4229,8,8,0.015048385,31.47444772720337,31.47444772720337,7218.053509950638,24.060178366502125
resnet,3,838,9,9,4.23193e-06,31.3940749168396,31.3940749168396,7218.053509950638,24.060178366502125
resnet,3,6069,0,0,0.056530356,32.00749373435974,32.00749373435974,7218.053509950638,24.060178366502125
resnet,3,3266,7,7,0.00021851063,31.697996616363525,31.697996616363525,7218.053509950638,24.060178366502125
resnet,3,1086,4,4,0.0,0.4591224193572998,0.4591224193572998,7218.053509950638,24.060178366502125
resnet,3,9781,3,3,0.044163823,30.327869415283203,30.327869415283203,7218.053509950638,24.060178366502125
resnet,3,172,9,8,0.65213525,30.692699432373047,30.692699432373047,7218.053509950638,24.060178366502125
resnet,3,5817,3,3,0.019846201,31.712202548980713,31.712202548980713,7218.053509950638,24.060178366502125
resnet,3,827,6,6,-1.1920929e-07,0.45276474952697754,0.45276474952697754,7218.053509950638,24.060178366502125
resnet,3,4759,0,0,0.09605694,33.81175875663757,33.81175875663757,7218.053509950638,24.060178366502125
resnet,3,8694,0,0,0.022945642,32.18638372421265,32.18638372421265,7218.053509950638,24.060178366502125
resnet,3,9669,8,8,0.022014797,32.08246088027954,32.08246088027954,7218.053509950638,24.060178366502125
resnet,3,6621,0,0,0.0047872663,30.553094625473022,30.553094625473022,7218.053509950638,24.060178366502125
resnet,3,8287,8,8,0.020626366,30.612709283828735,30.612709283828735,7218.053509950638,24.060178366502125
resnet,3,49,6,6,6.0796738e-06,30.780497789382935,30.780497789382935,7218.053509950638,24.060178366502125
resnet,3,4862,3,3,-0.0028710961,30.409675359725952,30.409675359725952,7218.053509950638,24.060178366502125
resnet,3,5002,8,8,0.0011624098,30.96882915496826,30.96882915496826,7218.053509950638,24.060178366502125
resnet,3,6613,8,8,0.014934361,30.35994791984558,30.35994791984558,7218.053509950638,24.060178366502125
resnet,3,8004,7,7,0.0083370805,31.054631233215332,31.054631233215332,7218.053509950638,24.060178366502125
resnet,3,7530,2,2,0.014965177,30.37180233001709,30.37180233001709,7218.053509950638,24.060178366502125
resnet,3,2314,3,3,0.00083214045,30.819008111953735,30.819008111953735,7218.053509950638,24.060178366502125
resnet,3,6403,4,4,1.41859055e-05,0.8465621471405029,0.8465621471405029,7218.053509950638,24.060178366502125
resnet,3,4806,1,1,0.01084286,30.690372228622437,30.690372228622437,7218.053509950638,24.060178366502125
resnet,3,5923,0,0,0.08726758,30.462469339370728,30.462469339370728,7218.053509950638,24.060178366502125
resnet,3,7686,9,9,0.0018564463,30.793293237686157,30.793293237686157,7218.053509950638,24.060178366502125
resnet,3,1558,4,4,0.0039927363,30.3166561126709,30.3166561126709,7218.053509950638,24.060178366502125
resnet,3,7440,3,3,0.0049416423,31.00086736679077,31.00086736679077,7218.053509950638,24.060178366502125
resnet,3,5039,6,6,0.0,2.8711495399475098,2.8711495399475098,7218.053509950638,24.060178366502125
resnet,3,1093,0,7,0.29042715,30.30256986618042,30.30256986618042,7218.053509950638,24.060178366502125
resnet,3,3971,0,0,0.022545993,30.909420251846313,30.909420251846313,7218.053509950638,24.060178366502125
resnet,3,6850,6,6,4.2319298e-05,30.567802906036377,30.567802906036377,7218.053509950638,24.060178366502125
resnet,3,2008,9,9,0.27199626,30.688222646713257,30.688222646713257,7218.053509950638,24.060178366502125
resnet,3,5786,4,4,0.010362029,30.829824447631836,30.829824447631836,7218.053509950638,24.060178366502125
resnet,3,3147,2,2,0.010288775,30.298228979110718,30.298228979110718,7218.053509950638,24.060178366502125
resnet,3,4580,6,6,7.033348e-05,30.985583543777466,30.985583543777466,7218.053509950638,24.060178366502125
resnet,3,5510,4,4,0.003631711,30.191328525543213,30.191328525543213,7218.053509950638,24.060178366502125
resnet,3,1716,1,1,0.0009884834,31.05322813987732,31.05322813987732,7218.053509950638,24.060178366502125
resnet,3,6508,0,0,0.0012840033,30.490554332733154,30.490554332733154,7218.053509950638,24.060178366502125
resnet,3,1053,3,5,0.78633994,30.80856680870056,30.80856680870056,7218.053509950638,24.060178366502125
resnet,3,8167,6,6,6.4373016e-06,10.836760997772217,10.836760997772217,7218.053509950638,24.060178366502125
resnet,3,4864,3,3,0.05421698,30.890100479125977,30.890100479125977,7218.053509950638,24.060178366502125
resnet,3,4610,6,6,1.1920929e-07,0.45064210891723633,0.45064210891723633,7218.053509950638,24.060178366502125
resnet,3,2082,2,2,0.0,2.0724282264709473,2.0724282264709473,7218.053509950638,24.060178366502125
resnet,3,149,2,2,0.0011135936,29.93583607673645,29.93583607673645,7218.053509950638,24.060178366502125
resnet,3,5358,1,1,0.013711929,30.41004967689514,30.41004967689514,7218.053509950638,24.060178366502125
resnet,3,7845,2,2,0.00059485435,28.957552671432495,28.957552671432495,7218.053509950638,24.060178366502125
resnet,3,3057,6,6,0.0,0.42479443550109863,0.42479443550109863,7218.053509950638,24.060178366502125
resnet,3,8824,3,3,0.055845022,28.22619891166687,28.22619891166687,7218.053509950638,24.060178366502125
resnet,3,2057,5,5,5.9604645e-07,0.3982212543487549,0.3982212543487549,7218.053509950638,24.060178366502125
resnet,3,6244,8,8,0.055476487,28.429524183273315,28.429524183273315,7218.053509950638,24.060178366502125
resnet,3,2701,1,1,0.035433292,28.018981456756592,28.018981456756592,7218.053509950638,24.060178366502125
resnet,3,6042,6,6,-4.4107437e-06,28.549562454223633,28.549562454223633,7218.053509950638,24.060178366502125
resnet,3,8864,9,9,0.00030976534,27.818132877349854,27.818132877349854,7218.053509950638,24.060178366502125
resnet,3,8842,4,4,0.039469898,28.675268173217773,28.675268173217773,7218.053509950638,24.060178366502125
resnet,3,4304,6,6,0.00092184544,28.007606267929077,28.007606267929077,7218.053509950638,24.060178366502125
resnet,3,1919,4,4,0.0013106465,25.511630535125732,25.511630535125732,7218.053509950638,24.060178366502125
resnet,3,3839,5,5,0.0022010207,28.172791004180908,28.172791004180908,7218.053509950638,24.060178366502125
resnet,3,9992,3,3,-4.7504902e-05,28.554924964904785,28.554924964904785,7218.053509950638,24.060178366502125
resnet,3,2238,1,1,0.010894775,28.409034252166748,28.409034252166748,7218.053509950638,24.060178366502125
resnet,3,5273,7,7,0.084521115,28.048060178756714,28.048060178756714,7218.053509950638,24.060178366502125
resnet,3,9523,5,5,0.0037292838,28.48872399330139,28.48872399330139,7218.053509950638,24.060178366502125
resnet,3,3639,7,7,0.0011940002,27.937254667282104,27.937254667282104,7218.053509950638,24.060178366502125
resnet,3,830,1,1,0.00421685,28.712762594223022,28.712762594223022,7218.053509950638,24.060178366502125
resnet,3,8785,8,8,0.17331803,27.831130981445312,27.831130981445312,7218.053509950638,24.060178366502125
resnet,3,1028,6,6,8.34465e-07,0.5983030796051025,0.5983030796051025,7218.053509950638,24.060178366502125
resnet,3,6957,6,6,0.004848659,28.57792353630066,28.57792353630066,7218.053509950638,24.060178366502125
resnet,3,1920,2,2,0.00063592196,28.26864504814148,28.26864504814148,7218.053509950638,24.060178366502125
resnet,3,4621,8,0,0.5813613,28.284360647201538,28.284360647201538,7218.053509950638,24.060178366502125
resnet,3,4617,3,3,0.029283881,28.476752519607544,28.476752519607544,7218.053509950638,24.060178366502125
resnet,3,5612,8,8,1.9073486e-06,0.4209434986114502,0.4209434986114502,7218.053509950638,24.060178366502125
resnet,3,3447,4,4,0.071695685,28.00881052017212,28.00881052017212,7218.053509950638,24.060178366502125
resnet,3,2269,3,3,1.66893e-06,3.764708995819092,3.764708995819092,7218.053509950638,24.060178366502125
resnet,3,3224,6,6,-1.2040138e-05,1.8803596496582031,1.8803596496582031,7218.053509950638,24.060178366502125
resnet,3,6878,5,5,0.003410697,28.689625024795532,28.689625024795532,7218.053509950638,24.060178366502125
resnet,3,5393,4,4,0.040654957,28.073415279388428,28.073415279388428,7218.053509950638,24.060178366502125
resnet,3,1260,1,1,0.029940426,28.380069971084595,28.380069971084595,7218.053509950638,24.060178366502125
resnet,3,419,7,7,0.00089639425,28.405232906341553,28.405232906341553,7218.053509950638,24.060178366502125
resnet,3,4855,1,1,0.00013327599,28.134353637695312,28.134353637695312,7218.053509950638,24.060178366502125
resnet,3,60,7,7,1.5497208e-05,28.48106837272644,28.48106837272644,7218.053509950638,24.060178366502125
resnet,3,3813,8,8,0.0015254021,28.013917684555054,28.013917684555054,7218.053509950638,24.060178366502125
resnet,3,15,8,8,0.055929422,28.673192739486694,28.673192739486694,7218.053509950638,24.060178366502125
resnet,3,2814,1,1,0.029726207,27.793425798416138,27.793425798416138,7218.053509950638,24.060178366502125
resnet,3,9907,1,1,0.22827953,28.76050305366516,28.76050305366516,7218.053509950638,24.060178366502125
resnet,3,3374,6,6,3.5762787e-07,0.4085726737976074,0.4085726737976074,7218.053509950638,24.060178366502125
resnet,3,1992,6,6,5.429983e-05,28.223143815994263,28.223143815994263,7218.053509950638,24.060178366502125
resnet,3,6817,1,1,0.009571254,28.259961128234863,28.259961128234863,7218.053509950638,24.060178366502125
resnet,3,5587,0,0,0.051006436,28.433024406433105,28.433024406433105,7218.053509950638,24.060178366502125
resnet,5,2311,7,7,0.0004898906,30.3599112033844,30.3599112033844,7218.053509950638,24.060178366502125
resnet,5,5920,8,8,0.00095009804,30.99722123146057,30.99722123146057,7218.053509950638,24.060178366502125
resnet,5,8793,7,7,0.0013388991,30.36186194419861,30.36186194419861,7218.053509950638,24.060178366502125
resnet,5,4236,1,1,0.0003566146,30.812002897262573,30.812002897262573,7218.053509950638,24.060178366502125
resnet,5,8888,8,8,1.21593475e-05,32.59571123123169,32.59571123123169,7218.053509950638,24.060178366502125
resnet,5,3303,8,8,0.021907747,35.58309292793274,35.58309292793274,7218.053509950638,24.060178366502125
resnet,5,2303,2,2,0.00093722343,34.59238123893738,34.59238123893738,7218.053509950638,24.060178366502125
resnet,5,6198,9,9,2.026558e-06,4.787365913391113,4.787365913391113,7218.053509950638,24.060178366502125
resnet,5,8940,6,6,0.003962338,34.43103766441345,34.43103766441345,7218.053509950638,24.060178366502125
resnet,5,7035,1,6,0.3930853,31.924577951431274,31.924577951431274,7218.053509950638,24.060178366502125
resnet,5,5312,5,5,0.014652967,32.288570165634155,32.288570165634155,7218.053509950638,24.060178366502125
resnet,5,7972,5,5,0.031039774,31.4978666305542,31.4978666305542,7218.053509950638,24.060178366502125
resnet,5,8317,5,3,0.11892152,32.469764709472656,32.469764709472656,7218.053509950638,24.060178366502125
resnet,5,4229,8,8,0.02514869,32.058738708496094,32.058738708496094,7218.053509950638,24.060178366502125
resnet,5,838,9,9,0.18442214,31.877846717834473,31.877846717834473,7218.053509950638,24.060178366502125
resnet,5,6069,0,0,0.061207294,32.23264193534851,32.23264193534851,7218.053509950638,24.060178366502125
resnet,5,3266,7,7,0.00024098158,31.516289710998535,31.516289710998535,7218.053509950638,24.060178366502125
resnet,5,1086,4,4,0.0,0.4548678398132324,0.4548678398132324,7218.053509950638,24.060178366502125
resnet,5,9781,3,3,0.0078347325,32.53982472419739,32.53982472419739,7218.053509950638,24.060178366502125
resnet,5,172,9,8,0.7013958,32.05467128753662,32.05467128753662,7218.053509950638,24.060178366502125
resnet,5,5817,3,3,0.11071974,31.810572624206543,31.810572624206543,7218.053509950638,24.060178366502125
resnet,5,827,6,6,1.9073486e-06,32.384604692459106,32.384604692459106,7218.053509950638,24.060178366502125
resnet,5,4759,0,0,0.013165772,31.560468912124634,31.560468912124634,7218.053509950638,24.060178366502125
resnet,5,8694,0,0,0.08441001,32.63212060928345,32.63212060928345,7218.053509950638,24.060178366502125
resnet,5,9669,8,8,0.0063807964,32.19884896278381,32.19884896278381,7218.053509950638,24.060178366502125
resnet,5,6621,0,0,0.05613005,31.795798540115356,31.795798540115356,7218.053509950638,24.060178366502125
resnet,5,8287,8,8,0.015535235,32.33323121070862,32.33323121070862,7218.053509950638,24.060178366502125
resnet,5,49,6,6,5.3167343e-05,31.817347526550293,31.817347526550293,7218.053509950638,24.060178366502125
resnet,5,4862,3,3,0.07288182,32.25137782096863,32.25137782096863,7218.053509950638,24.060178366502125
resnet,5,5002,8,8,0.00064587593,32.1455283164978,32.1455283164978,7218.053509950638,24.060178366502125
resnet,5,6613,8,8,0.042283356,31.91589856147766,31.91589856147766,7218.053509950638,24.060178366502125
resnet,5,8004,7,7,0.011238992,32.39695739746094,32.39695739746094,7218.053509950638,24.060178366502125
resnet,5,7530,2,2,0.011018515,31.797234773635864,31.797234773635864,7218.053509950638,24.060178366502125
resnet,5,2314,3,3,0.07190883,32.24022102355957,32.24022102355957,7218.053509950638,24.060178366502125
resnet,5,6403,4,4,5.9604645e-06,32.16336011886597,32.16336011886597,7218.053509950638,24.060178366502125
resnet,5,4806,1,1,0.046820104,31.82918095588684,31.82918095588684,7218.053509950638,24.060178366502125
resnet,5,5923,0,0,0.052220225,32.39208364486694,32.39208364486694,7218.053509950638,24.060178366502125
resnet,5,7686,9,9,0.023605704,31.784213542938232,31.784213542938232,7218.053509950638,24.060178366502125
resnet,5,1558,4,4,0.0014011264,32.127357482910156,32.127357482910156,7218.053509950638,24.060178366502125
resnet,5,7440,3,3,0.07410574,32.129952907562256,32.129952907562256,7218.053509950638,24.060178366502125
resnet,5,5039,6,6,1.1920929e-06,3.906813621520996,3.906813621520996,7218.053509950638,24.060178366502125
resnet,5,1093,0,7,0.26583517,31.590387105941772,31.590387105941772,7218.053509950638,24.060178366502125
resnet,5,3971,0,0,0.021252155,32.515021324157715,32.515021324157715,7218.053509950638,24.060178366502125
resnet,5,6850,6,6,1.7285347e-05,32.032822608947754,32.032822608947754,7218.053509950638,24.060178366502125
resnet,5,2008,9,9,0.0045177937,31.928953647613525,31.928953647613525,7218.053509950638,24.060178366502125
resnet,5,5786,4,4,0.00068092346,32.38040733337402,32.38040733337402,7218.053509950638,24.060178366502125
resnet,5,3147,2,2,0.43878144,31.671363592147827,31.671363592147827,7218.053509950638,24.060178366502125
resnet,5,4580,6,6,0.0020523667,32.803462266922,32.803462266922,7218.053509950638,24.060178366502125
resnet,5,5510,4,4,0.0048571825,33.69761371612549,33.69761371612549,7218.053509950638,24.060178366502125
resnet,5,1716,1,1,0.00021892786,32.23496699333191,32.23496699333191,7218.053509950638,24.060178366502125
resnet,5,6508,0,0,0.0003771782,32.62002468109131,32.62002468109131,7218.053509950638,24.060178366502125
resnet,5,1053,3,3,0.011367679,31.851909399032593,31.851909399032593,7218.053509950638,24.060178366502125
resnet,5,8167,6,6,1.3113022e-06,0.4643361568450928,0.4643361568450928,7218.053509950638,24.060178366502125
resnet,5,4864,3,3,0.022005439,32.78086185455322,32.78086185455322,7218.053509950638,24.060178366502125
resnet,5,4610,6,6,5.4836273e-06,32.50853657722473,32.50853657722473,7218.053509950638,24.060178366502125
resnet,5,2082,2,2,6.7949295e-06,4.8125693798065186,4.8125693798065186,7218.053509950638,24.060178366502125
resnet,5,149,2,2,0.00039070845,32.22914266586304,32.22914266586304,7218.053509950638,24.060178366502125
resnet,5,5358,1,1,0.00032246113,32.52343726158142,32.52343726158142,7218.053509950638,24.060178366502125
resnet,5,7845,2,2,0.0011512637,32.065234661102295,32.065234661102295,7218.053509950638,24.060178366502125
resnet,5,3057,6,6,0.0,25.318394899368286,25.318394899368286,7218.053509950638,24.060178366502125
resnet,5,8824,3,3,0.009719968,32.11190104484558,32.11190104484558,7218.053509950638,24.060178366502125
resnet,5,2057,5,5,9.894371e-06,31.825623750686646,31.825623750686646,7218.053509950638,24.060178366502125
resnet,5,6244,8,8,0.005369365,32.40334606170654,32.40334606170654,7218.053509950638,24.060178366502125
resnet,5,2701,1,1,0.08485383,31.50676155090332,31.50676155090332,7218.053509950638,24.060178366502125
resnet,5,6042,6,6,7.1525574e-07,4.686256647109985,4.686256647109985,7218.053509950638,24.060178366502125
resnet,5,8864,9,9,0.025546491,32.164451122283936,32.164451122283936,7218.053509950638,24.060178366502125
